1	0.19318090130885443
2	0.10806595244341427
3	0.10416090488433838
4	0.05685808902813329
5	0.0318904063767857
6	0.03043026839279466
7	0.03500603066964282
8	0.03582350599269072
9	0.030618245092531044
10	0.04335538359979788
11	0.04097232926223013
12	0.03554544804824723
13	0.019182314941038687
14	0.01681552744574017
15	0.019944183476683166
16	0.01499010669067502
17	0.01590576007341345
18	0.014343861335267624
19	0.01975549105554819
20	0.015944247858391866
21	0.013800418418314721
22	0.015330758256216845
23	0.011537206307467487
24	0.01554192892379231
25	0.014146249793055985
26	0.017137073187364474
27	0.01656742285316189
28	0.011070039640698168
29	0.016126376783682242
30	0.0146648483350873
31	0.011563790910359886
32	0.013275525687883297
33	0.012106460415654711
34	0.010049069481384423
35	0.008816409286939435
36	0.014750957437273528
37	0.009563131827033229
38	0.00953805022355583
39	0.014451278891000483
40	0.014766310496876637
41	0.013338201782769628
42	0.014210070586866803
43	0.016162060615089204
44	0.013251818561305603
45	0.012885958215014802
46	0.012567219376150105
47	0.010466427645749517
48	0.013739197670171658
49	0.012543747615483072
50	0.010142814212789139
